StateCode,Division,YearMonth,TAVG,TMIN,TMAX,PCP,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24
41,0,192305,72.70,59.60,85.80,1.65,-0.57,1.25,-1.71,0.39,293.00,6.00,-1.41,-0.08,0.27,0.38,-0.13,-0.45,0.04
41,0,192306,80.20,68.50,91.80,2.88,-0.39,1.24,0.36,0.52,487.00,0.00,0.11,-0.83,-0.06,0.73,0.12,-0.44,-0.39
41,0,192307,82.70,70.00,95.30,1.56,-0.69,0.78,-1.01,-0.40,571.00,0.00,-0.74,-0.42,-1.13,0.51,0.17,-0.44,-0.48
41,0,192308,82.50,70.00,95.00,2.23,-0.79,-0.79,-0.54,-0.79,585.00,0.00,0.11,-0.57,-0.44,-0.11,0.08,-0.25,-0.31
41,0,192309,76.40,65.30,87.50,4.09,0.37,0.37,1.11,0.37,390.00,1.00,0.88,0.62,0.10,-0.01,0.63,0.15,-0.20
41,0,192310,62.60,52.50,72.70,4.80,1.40,1.40,3.22,1.40,98.00,90.00,1.33,1.44,1.25,0.23,1.08,0.72,0.41
41,0,192311,52.40,41.60,63.20,2.51,1.92,1.92,1.98,1.92,14.00,319.00,0.71,1.31,1.49,0.89,0.78,0.82,0.67
41,0,192312,47.60,38.70,56.60,4.24,3.28,3.28,4.69,3.28,10.00,420.00,2.05,1.73,1.87,1.65,1.14,1.46,0.92
41,0,192401,41.00,28.40,53.50,1.24,3.32,3.32,1.12,3.32,3.00,680.00,-0.21,1.53,1.42,1.74,0.84,1.48,0.89
41,0,192402,47.10,35.10,59.20,1.95,3.48,3.48,1.50,3.48,7.00,437.00,0.53,0.17,1.38,1.87,1.37,1.16,0.99
41,0,192403,50.70,38.90,62.50,1.94,3.62,3.62,1.49,3.62,18.00,385.00,0.34,0.50,0.22,1.54,1.47,1.10,0.91
41,0,192404,63.60,50.60,76.60,1.98,3.36,3.36,0.34,3.36,96.00,74.00,-0.10,0.12,0.27,0.96,1.50,0.79,0.54
41,0,192405,68.90,56.40,81.40,3.59,3.51,3.51,1.49,3.51,190.00,19.00,0.32,0.08,0.20,0.87,1.46,1.15,0.55
41,0,192406,81.90,68.90,94.80,1.67,-0.04,3.10,-0.13,2.99,510.00,0.00,-0.94,-0.41,-0.46,-0.19,0.91,0.90,0.38
41,0,192407,82.00,69.20,94.80,1.18,-0.63,2.19,-1.77,1.32,549.00,0.00,-1.21,-1.44,-0.95,-0.51,0.27,0.80,0.30
41,0,192408,84.40,71.10,97.70,1.59,-1.20,1.33,-1.91,-0.31,639.00,0.00,-0.55,-1.29,-1.53,-0.90,-0.04,0.66,0.35
41,0,192409,74.10,60.80,87.40,2.69,-1.19,1.08,-0.33,-0.61,339.00,4.00,-0.08,-0.46,-0.98,-1.02,-0.72,0.41,0.47
41,0,192410,66.70,52.60,80.80,0.74,-1.82,-1.82,-2.27,-1.82,160.00,41.00,-1.38,-0.95,-1.11,-1.43,-1.07,-0.31,0.29
41,0,192411,58.10,43.70,72.40,0.54,-2.53,-2.53,-2.67,-2.53,60.00,184.00,-1.38,-1.92,-1.45,-1.90,-1.50,-0.72,0.02
41,0,192412,44.70,32.60,56.90,1.34,-2.55,-2.55,-0.86,-2.55,4.00,536.00,-0.27,-1.07,-1.54,-1.75,-1.61,-1.33,0.14
41,0,192501,42.90,28.60,57.20,1.14,-2.66,-2.66,-1.10,-2.66,6.00,620.00,-0.34,-0.54,-1.08,-1.50,-1.65,-1.38,0.11
41,0,192502,54.30,38.90,69.80,0.35,-3.44,-3.44,-3.16,-3.44,30.00,265.00,-1.63,-1.28,-1.16,-1.67,-2.12,-1.75,-0.29
41,0,192503,60.80,45.80,75.70,0.56,-4.08,-4.08,-2.98,-4.08,85.00,160.00,-1.48,-1.97,-1.59,-1.89,-2.17,-1.99,-0.54
41,0,192504,70.00,56.50,83.60,1.94,-4.47,-4.47,-2.43,-4.47,219.00,16.00,-0.14,-0.94,-1.64,-1.52,-1.90,-2.01,-0.80
41,0,192505,72.90,59.90,85.90,2.64,-4.77,-4.77,-2.28,-4.77,285.00,5.00,-0.42,-0.48,-1.00,-1.39,-1.73,-2.22,-0.66
41,0,192506,82.70,69.80,95.60,1.23,-5.72,-5.72,-4.33,-5.72,557.00,0.00,-1.40,-1.25,-1.15,-1.84,-1.91,-2.33,-0.93
41,0,192507,84.70,71.80,97.60,2.14,-5.84,-5.84,-2.13,-5.84,640.00,0.00,-0.13,-1.09,-1.17,-1.75,-1.77,-2.03,-0.82
41,0,192508,81.20,68.80,93.50,2.35,-5.41,-5.41,-0.52,-5.41,568.00,0.00,0.21,-0.10,-0.90,-1.30,-1.51,-1.74,-0.78
41,0,192509,77.40,66.20,88.50,3.89,0.21,-4.64,0.63,-4.35,444.00,1.00,0.76,0.58,0.33,-0.56,-1.13,-1.49,-0.87
41,0,192510,63.20,52.70,73.80,3.91,0.87,-3.48,2.04,-2.39,116.00,85.00,0.92,1.06,0.92,-0.07,-0.66,-0.95,-0.99
41,0,192511,53.00,40.10,65.90,2.14,1.15,-2.75,1.12,-1.23,20.00,298.00,0.42,0.85,1.03,0.20,-0.29,-0.66,-1.05
41,0,192512,43.20,31.20,55.20,0.84,0.84,-2.66,-0.56,-1.34,0.00,600.00,-0.97,-0.29,0.38,0.44,-0.25,-0.76,-1.27
41,0,192601,42.10,30.80,53.50,2.46,1.34,-1.81,1.74,0.09,5.00,636.00,1.08,0.09,0.19,0.80,-0.01,-0.52,-1.18
41,0,192602,53.60,38.80,68.50,0.25,0.49,-2.33,-2.13,-1.17,25.00,285.00,-1.79,-0.20,-0.68,0.42,-0.14,-0.53,-1.44
41,0,192603,52.90,42.10,63.80,4.09,1.90,-0.63,4.38,1.83,22.00,340.00,2.34,0.83,1.08,0.78,0.86,0.15,-1.20
41,0,192604,60.40,48.60,72.10,3.34,2.57,2.57,2.61,2.57,54.00,131.00,0.94,1.70,1.05,0.74,1.12,0.43,-1.06
41,0,192605,71.20,59.00,83.30,3.01,2.43,2.43,0.38,2.43,235.00,8.00,-0.11,0.48,1.28,0.61,0.96,0.51,-1.18
41,0,192606,79.10,66.70,91.50,2.91,2.65,2.65,1.40,2.65,452.00,0.00,0.13,-0.06,0.38,0.82,0.71,0.82,-1.00
41,0,192607,80.50,68.80,92.20,3.58,3.33,3.33,2.87,3.33,507.00,0.00,1.08,0.70,0.43,0.88,0.75,1.02,-0.61
41,0,192608,81.30,68.80,93.80,2.31,3.30,3.30,0.92,3.30,542.00,0.00,0.18,0.76,0.56,1.22,0.73,0.98,-0.49
41,0,192609,78.20,66.00,90.30,2.16,2.44,2.44,-1.55,1.76,452.00,1.00,-0.50,-0.35,0.18,0.35,0.75,0.68,-0.63
41,0,192610,69.20,57.80,80.70,3.79,2.58,2.58,1.16,2.31,230.00,23.00,0.87,0.32,0.23,0.38,0.78,0.71,-0.20
41,0,192611,52.50,39.00,65.90,1.16,2.12,2.12,-0.59,1.57,14.00,323.00,-0.51,0.39,0.00,0.27,0.90,0.56,-0.14
41,0,192612,46.90,36.00,57.70,3.40,2.72,2.72,2.45,2.72,9.00,462.00,1.52,0.65,0.89,0.78,0.74,1.01,0.14
41,0,192701,48.00,35.10,60.90,0.98,-0.23,2.20,-0.70,1.84,20.00,463.00,-0.55,0.84,0.24,0.29,0.39,0.76,0.14
41,0,192702,54.50,41.80,67.20,1.69,-0.32,1.86,-0.34,1.31,38.00,254.00,0.23,-0.23,0.73,0.33,0.53,1.03,0.32
41,0,192703,56.20,43.10,69.30,1.99,-0.05,1.91,0.72,1.60,44.00,248.00,0.39,0.34,-0.04,0.60,0.61,0.63,0.51
41,0,192704,68.00,54.50,81.40,2.41,-0.03,1.73,0.05,1.38,173.00,31.00,0.28,0.39,0.37,0.30,0.35,0.46,0.65
41,0,192705,76.90,63.80,89.90,1.43,-1.13,-1.13,-3.33,-1.13,393.00,0.00,-1.68,-0.97,-0.60,-0.01,-0.09,0.15,0.50
41,0,192706,79.00,67.20,90.80,3.99,-0.83,-0.83,0.56,-0.36,442.00,0.00,0.88,-0.32,-0.20,-0.15,0.29,0.37,0.88
41,0,192707,82.10,69.80,94.30,2.77,-0.70,-0.70,0.13,-0.07,554.00,0.00,0.44,0.83,-0.14,0.10,0.16,0.22,0.96
41,0,192708,82.70,69.40,96.00,1.09,-1.39,-1.39,-2.28,-1.39,590.00,0.00,-1.26,-0.52,0.12,-0.31,0.05,-0.01,0.79
41,0,192709,76.90,64.80,89.00,2.67,-1.52,-1.52,-0.83,-1.52,414.00,1.00,-0.09,-0.77,-0.50,-0.51,-0.42,0.06,0.63
41,0,192710,67.70,53.00,82.40,2.53,-1.44,-1.44,-0.23,-1.44,188.00,32.00,0.17,-0.02,-0.56,-0.55,-0.29,-0.16,0.39
41,0,192711,61.70,48.00,75.30,0.43,-2.44,-2.44,-3.44,-2.44,107.00,112.00,-1.58,-0.63,-0.63,-0.42,-0.64,-0.30,0.12
41,0,192712,42.90,32.10,53.80,2.10,-2.05,-2.05,0.42,-1.80,2.00,581.00,0.52,-0.60,-0.35,-0.66,-0.63,-0.56,0.25
41,0,192801,46.40,33.10,59.60,0.52,-2.50,-2.50,-2.00,-2.50,10.00,511.00,-1.28,-0.43,-1.06,-1.07,-0.95,-0.69,0.04
41,0,192802,48.70,37.00,60.40,2.11,-2.18,-2.18,0.20,-2.03,9.00,395.00,0.71,-0.26,0.02,-0.51,-0.38,-0.59,0.28
41,0,192803,58.70,45.00,72.40,1.00,-2.43,-2.43,-1.43,-2.43,66.00,199.00,-0.82,-0.09,-0.62,-0.62,-0.86,-0.82,-0.11
41,0,192804,61.50,47.60,75.30,1.76,-2.34,-2.34,-0.47,-2.34,50.00,122.00,-0.32,-0.70,-0.25,-0.85,-1.04,-0.96,-0.32
41,0,192805,72.40,59.50,85.30,3.31,-2.31,-2.31,-0.65,-2.31,274.00,4.00,0.12,-0.19,-0.47,-0.37,-0.67,-0.56,-0.26
41,0,192806,79.80,68.00,91.60,3.47,-2.12,-2.12,-0.15,-2.12,453.00,0.00,0.53,0.37,0.10,-0.25,-0.45,-0.63,-0.17
41,0,192807,82.90,71.00,94.70,2.94,-1.86,-1.86,0.13,-1.73,580.00,0.00,0.58,0.66,0.52,0.18,-0.32,-0.54,-0.25
41,0,192808,81.80,70.10,93.60,2.52,-1.64,-1.64,0.10,-1.39,582.00,0.00,0.36,0.50,0.63,0.09,0.04,-0.28,-0.22
41,0,192809,74.30,62.10,86.40,2.58,-1.62,-1.62,-0.47,-1.52,329.00,2.00,-0.16,0.00,0.18,0.14,-0.13,-0.31,-0.21
41,0,192810,68.90,55.90,82.00,1.80,-1.88,-1.88,-1.27,-1.88,218.00,23.00,-0.34,-0.42,-0.30,0.06,-0.08,-0.46,-0.52
41,0,192811,52.80,41.60,63.90,2.25,0.25,-1.44,0.74,-1.02,21.00,303.00,0.51,-0.03,-0.19,0.17,-0.10,-0.11,-0.39
41,0,192812,46.30,33.90,58.60,2.10,0.43,-1.08,0.63,-0.31,5.00,513.00,0.52,0.53,0.10,0.12,0.11,-0.11,-0.46
41,0,192901,46.30,33.20,59.30,1.65,0.42,-0.93,0.11,-0.08,15.00,511.00,0.28,0.41,0.47,0.02,0.23,0.09,-0.39
41,0,192902,42.00,29.90,54.10,1.18,0.38,-0.84,-0.01,0.02,2.00,589.00,-0.41,-0.10,0.13,-0.15,0.17,-0.08,-0.46
41,0,192903,57.90,44.80,70.90,2.37,0.69,0.69,1.06,0.69,68.00,199.00,0.79,0.24,0.26,0.14,0.19,0.16,-0.42
41,0,192904,67.70,55.10,80.30,1.97,0.47,0.47,-0.44,0.47,178.00,34.00,-0.11,0.36,0.09,0.26,0.00,0.20,-0.49
41,0,192905,70.90,59.50,82.40,6.45,1.96,1.96,4.60,1.96,241.00,10.00,1.97,1.38,1.39,1.08,0.63,0.82,0.24
41,0,192906,80.30,67.60,93.00,1.46,1.69,1.69,-0.21,1.52,474.00,0.00,-1.15,0.88,0.61,0.57,0.37,0.44,-0.11
41,0,192907,81.50,69.70,93.30,2.36,1.72,1.72,0.61,1.72,533.00,0.00,0.08,-0.80,0.74,0.52,0.58,0.33,-0.16
41,0,192908,83.10,69.30,96.80,0.85,-0.80,0.74,-2.41,-0.53,590.00,0.00,-1.72,-0.97,-1.42,0.23,0.20,0.01,-0.20
41,0,192909,75.90,63.10,88.70,2.73,-0.91,-0.91,-0.57,-0.91,386.00,1.00,-0.05,-0.88,-0.76,-0.08,0.06,0.02,-0.24
41,0,192910,66.50,54.30,78.60,2.52,-0.84,-0.84,-0.07,-0.84,163.00,42.00,0.16,0.01,-0.64,-0.01,0.01,0.17,-0.27
41,0,192911,48.00,36.70,59.30,2.49,-0.21,-0.21,1.63,0.54,7.00,436.00,0.69,0.42,0.25,-0.73,0.25,0.23,0.00
41,0,192912,47.40,34.00,60.80,1.41,-0.30,-0.30,-0.32,0.38,5.00,476.00,-0.19,0.28,0.20,-0.42,0.01,0.10,-0.07
41,0,193001,36.80,25.20,48.50,1.52,-0.13,-0.13,0.40,0.48,1.00,797.00,0.13,-0.18,0.18,-0.39,0.04,0.05,0.06
41,0,193002,55.40,41.30,69.40,1.18,-0.55,-0.55,-1.30,-0.55,33.00,248.00,-0.41,-0.20,-0.34,-0.06,-0.80,0.07,-0.04
41,0,193003,52.90,39.60,66.10,1.48,-0.38,-0.38,0.33,-0.38,20.00,338.00,-0.20,-0.45,-0.30,-0.07,-0.52,-0.15,0.02
41,0,193004,68.90,54.70,83.10,1.73,-0.76,-0.76,-1.24,-0.76,171.00,23.00,-0.35,-0.35,-0.53,-0.26,-0.61,-0.19,0.04
41,0,193005,71.70,60.40,83.10,4.33,-0.28,-0.28,1.19,0.40,255.00,7.00,0.81,0.33,0.22,-0.09,-0.01,-0.60,0.21
41,0,193006,78.80,66.70,90.90,2.23,-0.46,-0.46,-0.63,-0.46,438.00,0.00,-0.42,0.26,-0.01,-0.16,-0.11,-0.42,0.04
41,0,193007,83.10,69.90,96.20,0.98,-1.17,-1.17,-2.26,-1.17,592.00,0.00,-1.49,-1.20,-0.43,-0.63,-0.39,-0.64,-0.23
41,0,193008,83.10,69.50,96.60,1.42,-1.76,-1.76,-2.15,-1.76,594.00,0.00,-0.77,-1.56,-1.44,-0.82,-0.80,-0.52,-0.39
41,0,193009,78.20,64.70,91.80,1.64,-2.39,-2.39,-2.41,-2.39,427.00,0.00,-0.95,-1.22,-1.62,-1.13,-1.06,-0.73,-0.59
41,0,193010,64.50,54.50,74.40,5.79,1.39,-0.75,4.16,1.12,118.00,71.00,1.73,0.92,0.45,0.00,-0.24,-0.14,-0.03
41,0,193011,53.30,42.40,64.30,2.41,1.87,1.87,1.86,1.87,20.00,291.00,0.63,1.61,0.99,-0.14,-0.01,-0.16,-0.03
41,0,193012,43.60,32.70,54.60,1.66,2.10,2.10,1.28,2.10,1.00,581.00,0.09,0.37,1.38,0.04,0.00,-0.10,-0.07
41,0,193101,45.90,35.20,56.70,2.44,2.67,2.67,2.37,2.67,9.00,522.00,1.06,0.65,0.72,0.73,0.30,0.05,0.04
41,0,193102,51.50,41.00,62.00,2.61,3.10,3.10,2.11,3.10,17.00,325.00,1.25,1.39,1.04,1.27,0.34,0.34,0.23
41,0,193103,51.00,37.70,64.30,2.15,3.38,3.38,1.79,3.38,13.00,398.00,0.57,1.12,1.27,1.64,0.62,0.45,0.21
41,0,193104,60.30,47.70,72.80,2.49,3.52,3.52,1.46,3.52,40.00,135.00,0.34,0.52,0.88,0.93,0.97,0.61,0.32
41,0,193105,68.50,56.20,80.90,2.41,3.17,3.17,0.06,3.14,170.00,20.00,-0.62,-0.29,0.00,0.54,0.89,0.23,-0.23
41,0,193106,80.20,67.30,93.00,2.04,2.92,2.92,0.23,2.92,478.00,0.00,-0.58,-0.88,-0.60,0.32,0.92,0.21,-0.14
41,0,193107,82.20,70.20,94.20,2.77,2.85,2.85,0.68,2.85,567.00,0.00,0.44,-0.21,-0.58,0.15,0.41,0.53,-0.07
41,0,193108,80.10,67.40,92.90,2.03,-0.08,2.48,-0.24,2.31,504.00,0.00,-0.08,0.09,-0.36,-0.25,0.24,0.60,0.10
41,0,193109,80.50,67.40,93.70,0.57,-1.45,0.84,-4.13,-1.09,495.00,0.00,-2.08,-1.54,-1.02,-1.14,-0.30,0.40,-0.26
41,0,193110,70.80,58.00,83.70,2.17,-1.67,-1.67,-1.12,-1.67,269.00,14.00,-0.07,-1.38,-1.22,-1.27,-0.61,-0.23,-0.34
41,0,193111,58.30,47.00,69.60,2.04,-1.63,-1.63,-0.38,-1.63,72.00,163.00,0.34,0.05,-1.03,-0.96,-0.79,-0.30,-0.42
41,0,193112,47.30,37.40,57.10,3.45,0.77,-0.69,2.32,0.56,9.00,443.00,1.56,1.13,0.65,-0.22,-0.50,0.05,-0.10
41,0,193201,46.70,35.50,57.80,3.74,1.81,1.81,3.35,1.81,19.00,475.00,2.10,2.48,1.98,0.34,-0.09,0.28,0.18
41,0,193202,55.70,43.70,67.70,2.91,2.29,2.29,1.99,2.29,47.00,226.00,1.55,2.26,2.52,0.81,0.47,0.35,0.41
41,0,193203,51.60,38.00,65.10,1.22,2.14,2.14,0.27,2.14,16.00,368.00,-0.53,0.67,1.59,1.25,0.57,0.14,0.39
41,0,193204,66.00,52.30,79.60,2.13,1.99,1.99,0.20,1.99,123.00,48.00,0.04,-0.25,0.45,1.43,0.43,0.07,0.50
41,0,193205,71.80,59.80,83.80,2.89,1.79,1.79,0.01,1.72,260.00,6.00,-0.21,-0.22,-0.38,1.24,0.37,0.18,0.33
41,0,193206,79.90,68.00,91.90,2.93,1.87,1.87,0.79,1.87,481.00,0.00,0.15,-0.11,-0.15,0.76,0.82,0.36,0.44
41,0,193207,83.10,70.90,95.30,2.23,1.73,1.73,0.16,1.73,596.00,0.00,-0.04,-0.01,-0.20,0.10,0.94,0.26,0.61
41,0,193208,82.10,70.30,93.80,3.54,2.19,2.19,1.91,2.19,573.00,0.00,1.09,0.69,0.52,0.07,1.19,0.49,0.87
41,0,193209,73.30,63.10,83.40,5.31,3.05,3.05,3.27,3.05,336.00,3.00,1.60,1.74,1.50,0.83,1.33,1.28,1.43
41,0,193210,63.20,49.60,76.80,0.82,-0.38,2.35,-1.15,1.82,104.00,80.00,-1.28,0.40,0.75,0.37,0.47,1.11,0.68
41,0,193211,50.90,35.90,66.00,0.64,-0.82,1.63,-1.44,0.47,8.00,372.00,-1.21,-1.74,-0.13,0.15,-0.08,0.91,0.40
41,0,193212,42.40,32.10,52.70,3.18,0.74,2.20,2.21,1.88,3.00,586.00,1.37,0.23,-0.53,0.58,0.32,0.85,0.51
41,0,193301,50.90,38.70,63.20,1.48,0.49,1.80,-0.51,1.24,36.00,358.00,0.08,1.02,0.12,0.62,0.33,0.44,0.42
41,0,193302,46.40,33.00,59.80,1.78,0.62,1.80,0.54,1.39,8.00,447.00,0.34,0.22,0.91,0.34,0.52,0.23,0.34
41,0,193303,58.30,45.20,71.40,1.54,-0.10,1.52,-0.29,0.96,65.00,203.00,-0.12,0.07,0.04,-0.40,0.48,0.26,0.27
41,0,193304,64.70,49.90,79.40,1.16,-0.49,0.95,-1.22,-0.07,127.00,59.00,-1.07,-0.75,-0.47,-0.27,0.24,0.07,0.13
41,0,193305,74.50,61.20,87.80,3.32,-0.64,0.66,-0.59,-0.53,365.00,2.00,0.13,-0.55,-0.50,0.16,-0.04,0.17,0.28
41,0,193306,79.80,66.00,93.60,0.71,-1.53,-1.53,-2.89,-1.53,453.00,0.00,-2.07,-1.15,-1.49,-0.98,-1.00,-0.24,0.11
41,0,193307,83.60,71.30,96.00,3.40,-1.35,-1.35,0.09,-1.22,588.00,0.00,0.95,-0.62,-0.48,-0.64,-0.42,0.01,0.21
41,0,193308,81.60,69.90,93.30,3.00,-0.98,-0.98,0.68,-0.42,545.00,0.00,0.72,1.06,-0.23,-0.49,0.01,-0.11,0.33
41,0,193309,80.00,68.60,91.30,2.20,-1.55,-1.55,-2.02,-1.55,494.00,0.00,-0.46,0.06,0.42,-0.68,-0.53,-0.68,0.55
41,0,193310,68.90,55.70,82.00,1.17,-2.08,-2.08,-2.06,-2.08,213.00,26.00,-0.89,-0.98,-0.52,-0.74,-0.84,-0.64,0.36
41,0,193311,57.00,43.60,70.50,0.95,-2.49,-2.49,-1.87,-2.49,45.00,206.00,-0.77,-1.20,-1.26,-1.02,-1.10,-0.61,0.18
41,0,193312,53.30,38.90,67.70,1.52,-2.72,-2.72,-1.48,-2.72,43.00,286.00,-0.06,-0.64,-1.00,-0.46,-1.09,-0.95,-0.07
41,0,193401,47.60,35.30,59.90,2.88,-2.12,-2.12,0.97,-1.65,18.00,460.00,1.44,0.85,0.15,-0.33,-0.58,-0.69,-0.17
41,0,193402,49.70,36.00,63.30,1.30,-2.18,-2.18,-0.84,-2.00,10.00,390.00,-0.25,0.85,0.54,-0.62,-0.65,-0.78,-0.37
41,0,193403,54.60,39.50,69.70,2.70,-1.31,-1.31,1.93,-0.29,26.00,301.00,1.12,0.58,1.12,-0.09,0.13,-0.57,-0.18
41,0,193404,66.70,53.90,79.40,2.65,-1.03,-1.03,0.45,0.18,137.00,43.00,0.46,0.86,0.62,0.41,-0.01,-0.27,-0.10
41,0,193405,73.90,60.20,87.70,1.87,-1.66,-1.66,-2.22,-1.27,296.00,1.00,-1.16,-0.52,0.08,0.30,-0.49,-0.55,-0.23
41,0,193406,83.40,69.70,97.10,0.88,-2.64,-2.64,-3.44,-2.64,566.00,0.00,-1.83,-2.08,-1.37,-0.21,-0.73,-0.48,-0.53
41,0,193407,84.90,71.50,98.30,1.62,-3.28,-3.28,-2.73,-3.28,629.00,0.00,-0.67,-1.69,-2.03,-0.94,-0.62,-0.78,-0.61
41,0,193408,84.30,71.80,96.90,1.31,-3.79,-3.79,-2.56,-3.79,623.00,0.00,-0.92,-1.17,-1.84,-1.24,-0.69,-1.08,-0.95
41,0,193409,76.10,63.20,88.90,2.20,-3.84,-3.84,-1.32,-3.84,371.00,1.00,-0.46,-0.92,-1.12,-1.71,-0.83,-1.08,-1.48
41,0,193410,70.70,55.90,85.40,0.36,-4.55,-4.55,-3.33,-4.55,248.00,15.00,-1.96,-1.51,-1.64,-2.40,-1.70,-1.31,-1.49
41,0,193411,58.20,45.60,70.70,3.16,-3.63,-3.63,1.35,-3.07,56.00,183.00,1.15,-0.31,-0.59,-1.57,-1.28,-0.91,-1.13
41,0,193412,48.30,36.10,60.60,1.48,-3.39,-3.39,-0.39,-2.92,10.00,440.00,-0.11,0.69,-0.38,-1.11,-1.55,-0.91,-1.14
41,0,193501,50.10,37.00,63.20,1.23,-3.39,-3.39,-1.04,-3.25,26.00,414.00,-0.22,-0.35,0.41,-0.95,-1.73,-1.29,-1.23
41,0,193502,49.60,36.60,62.70,1.92,-2.97,-2.97,0.20,-2.70,10.00,378.00,0.50,0.14,-0.04,-0.52,-1.38,-1.16,-1.25
41,0,193503,61.60,48.90,74.20,1.50,-3.02,-3.02,-1.06,-3.02,104.00,141.00,-0.17,0.14,-0.04,-0.34,-0.97,-1.41,-1.30
41,0,193504,65.80,53.10,78.50,2.08,-2.88,-2.88,-0.49,-2.88,126.00,58.00,0.00,-0.09,0.08,0.22,-0.78,-1.54,-1.24
41,0,193505,70.10,58.90,81.40,6.38,1.40,-1.18,4.19,0.61,226.00,14.00,1.93,1.40,1.12,0.78,0.19,-0.59,-0.80
41,0,193506,78.20,67.30,89.20,4.68,2.35,2.35,3.29,2.35,423.00,0.00,1.30,2.10,1.69,1.24,0.68,0.18,-0.20
41,0,193507,82.20,70.20,94.30,2.20,2.83,2.83,2.18,2.83,563.00,0.00,-0.07,0.89,1.88,1.28,1.15,0.30,-0.37
41,0,193508,83.10,70.40,95.80,1.60,2.31,2.31,-0.69,1.96,590.00,0.00,-0.54,-0.56,0.42,1.02,0.78,0.32,-0.57
41,0,193509,72.60,61.90,83.40,5.04,3.08,3.08,3.02,3.08,300.00,6.00,1.45,0.78,0.53,1.61,1.28,0.79,-0.21
41,0,193510,68.00,55.70,80.30,2.14,2.69,2.69,-0.21,2.55,194.00,32.00,-0.09,0.82,0.42,1.56,1.21,1.14,-0.09
41,0,193511,53.40,42.10,64.60,1.72,2.40,2.40,-0.05,2.17,23.00,303.00,0.06,-0.13,0.67,0.69,1.09,0.94,-0.01
41,0,193512,45.30,35.20,55.40,2.52,2.57,2.57,1.26,2.57,5.00,537.00,0.88,0.47,0.18,0.43,1.29,1.11,0.12
41,0,193601,43.50,30.10,56.90,0.65,-0.36,1.94,-1.09,1.42,6.00,599.00,-1.06,0.00,-0.09,0.25,1.26,1.03,-0.14
41,0,193602,44.80,30.40,59.10,0.57,-0.77,1.29,-1.35,0.15,2.00,533.00,-1.28,-1.56,-0.57,0.17,0.33,0.78,-0.22
41,0,193603,59.50,45.70,73.30,0.99,-1.21,0.65,-1.54,-1.09,77.00,174.00,-0.84,-1.38,-1.49,-0.65,-0.30,0.68,-0.45
41,0,193604,63.90,48.90,78.80,1.48,-1.48,-1.48,-1.19,-1.48,79.00,80.00,-0.63,-0.96,-1.47,-0.85,-0.42,0.57,-0.63
41,0,193605,72.60,61.60,83.60,5.64,0.81,0.81,2.42,0.81,269.00,2.00,1.56,0.83,0.45,-0.03,0.29,0.43,-0.07
41,0,193606,81.30,68.00,94.70,1.64,-0.61,-0.61,-1.84,-0.61,511.00,0.00,-0.97,0.60,0.18,-0.63,-0.43,-0.15,0.04
41,0,193607,81.80,69.90,93.70,3.39,-0.29,-0.29,0.78,0.36,533.00,0.00,0.94,-0.08,0.90,-0.07,-0.11,0.10,0.30
41,0,193608,83.30,69.90,96.80,1.33,-0.91,-0.91,-1.95,-0.91,592.00,0.00,-0.89,0.04,-0.59,-0.07,-0.32,0.03,0.29
41,0,193609,76.40,66.10,86.60,6.55,1.42,1.42,4.27,1.42,413.00,1.00,2.25,1.34,1.58,1.10,0.34,0.28,0.91
41,0,193610,62.40,50.00,74.80,2.16,1.49,1.49,0.64,1.49,82.00,97.00,-0.08,1.38,0.88,1.20,0.42,0.31,1.14
41,0,193611,51.30,39.20,63.30,1.22,1.30,1.30,-0.10,1.17,10.00,355.00,-0.45,-0.39,1.02,0.38,0.50,0.23,0.84
41,0,193612,48.70,37.10,60.40,1.63,1.16,1.16,-0.03,0.93,9.00,430.00,0.06,-0.38,-0.37,0.74,0.61,0.07,0.69
41,0,193701,43.30,32.20,54.40,1.76,1.23,1.23,0.57,1.23,13.00,568.00,0.40,0.16,-0.23,0.53,0.87,0.26,0.79
41,0,193702,49.20,36.10,62.20,0.51,0.61,0.61,-1.49,-0.39,13.00,376.00,-1.37,-0.56,-0.47,0.52,0.10,0.26,0.64
41,0,193703,51.70,39.90,63.60,2.37,1.18,1.18,1.89,1.18,18.00,366.00,0.79,-0.28,-0.05,-0.34,0.58,0.50,0.77
41,0,193704,65.30,50.90,79.60,0.90,-0.50,0.56,-1.50,-0.49,108.00,58.00,-1.53,-0.30,-0.92,-0.71,0.00,0.40,0.70
41,0,193705,74.10,60.90,87.20,2.39,-0.97,-0.97,-1.58,-0.97,316.00,1.00,-0.64,-1.39,-0.69,-0.79,0.01,-0.24,0.17
41,0,193706,80.60,68.10,93.00,2.43,-1.23,-1.23,-1.06,-1.23,500.00,0.00,-0.25,-0.66,-1.20,-0.84,-0.84,-0.06,-0.14
41,0,193707,83.30,70.60,95.90,1.81,-1.60,-1.60,-1.51,-1.60,582.00,0.00,-0.46,-0.54,-0.86,-1.15,-0.95,-0.33,-0.19
41,0,193708,84.40,71.40,97.30,2.07,-1.82,-1.82,-1.14,-1.82,624.00,0.00,-0.04,-0.51,-0.62,-0.89,-0.91,-0.20,-0.12
